uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_cta_n_p_s_1,event_count_cta_n_p_s_2,event_count_cta_n_p_s_3,event_count_cta_n_p_s_4,event_count_cta_n_p_s_5,event_count_finished,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_cta_n_p_s_1,last_received_at_cta_n_p_s_1,first_received_at_cta_n_p_s_2,last_received_at_cta_n_p_s_2,first_received_at_cta_n_p_s_3,last_received_at_cta_n_p_s_3,first_received_at_cta_n_p_s_4,last_received_at_cta_n_p_s_4,first_received_at_cta_n_p_s_5,last_received_at_cta_n_p_s_5,first_received_at_finished,last_received_at_finished
"10934137","","1","1","2","","","","","1","1","","","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00","","","","","","","","","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00","2025-05-18 12:00:00"
"9309444","","1","1","1","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","","","",""
"10989234","","1","1","1","","","","","","1","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00"
"9200722","","1","1","1","","","","","1","1","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00"
"10982460","","1","1","2","","","","","1","1","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00"
"10988783","","1","1","1","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","","","",""
"9446383","","1","1","1","","","","","","","","","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","2025-05-18 13:00:00","","","","","","","","","","","",""
"10770308","","2","2","2","","","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","","","","","",""
"9328407","","1","1","1","","","","","1","1","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00"
"10936685","","2","2","2","","","","","1","1","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00"
"9516410","","1","1","1","","","","","1","1","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00"
"7181343","","2","2","1","","","","1","","1","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","","","2025-05-18 14:00:00","2025-05-18 14:00:00"
"10860356","","1","1","1","","","","","1","1","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","","","","","","","","","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00","2025-05-18 14:00:00"
"10835506","","1","1","1","","","","","1","1","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","","","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00"
"9446015","","2","2","2","","","","","","","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","","","","","",""
"1513102","","1","1","1","","","","","","","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","","","","","",""
"10808010","","2","2","2","","","","","1","1","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00"
"9667462","","1","1","1","","","","","","","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","","","","","",""
"9619328","","1","1","1","","","","1","","1","","","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","2025-05-18 15:00:00","","","","","","","2025-05-18 15:00:00","2025-05-18 15:00:00","","","2025-05-18 15:00:00","2025-05-18 15:00:00"
"MissingID-ad5f7b45759b05cdd56f85259806f42af207ea2a42fb37a5fae2e343c5e2b66f","","1","1","","","","","","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","","","","","","","","","",""
"10836102","","1","1","1","","","","","1","1","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00"
"10833269","","1","1","1","","","","","1","1","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00"
"7557799","","1","1","1","","","","","1","1","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00"
"9461557","","1","1","1","","","1","","","1","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00"
"10882667","","2","2","2","","","","","1","1","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","","","","","","","","","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00","2025-05-18 16:00:00"
"10990869","","1","1","1","","","","","","","","","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","","","","","","","","","","","",""
"9441147","","1","1","1","","","","","","","","","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","","","","","","","","","","","",""
"10984280","","2","2","3","","","","2","","2","","","2025-05-18 17:00:00","2025-05-18 18:00:00","2025-05-18 17:00:00","2025-05-18 18:00:00","2025-05-18 17:00:00","2025-05-18 18:00:00","","","","","","","2025-05-18 18:00:00","2025-05-18 18:00:00","","","2025-05-18 18:00:00","2025-05-18 18:00:00"
"9009212","","1","1","1","","","","","","","","","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","2025-05-18 17:00:00","","","","","","","","","","","",""
"10842830","","1","1","1","","","","","1","1","","","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","","","","","","","","","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00"
"10877366","","1","1","1","","1","","","","1","","","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","2025-05-18 18:00:00","","","2025-05-18 18:00:00","2025-05-18 18:00:00","","","","","","","2025-05-18 18:00:00","2025-05-18 18:00:00"
"10917415","","1","1","1","","","","","","1","","","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","","","","","","","","","","","2025-05-18 19:00:00","2025-05-18 19:00:00"
"2306310","","1","1","1","","","","","","","","","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","2025-05-18 19:00:00","","","","","","","","","","","",""
"6720603","","1","1","1","","1","","","","1","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00"
"10986313","","1","1","2","","","","","2","2","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00"
"10888289","","1","1","1","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","","","",""
"9557961","","1","1","1","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","","","",""
"3918954","","1","1","1","","","1","","","1","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00"
"3719886","","1","1","1","","","","","1","1","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00"
"2311184","","1","1","1","","","","","1","1","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00"
"10942984","","1","1","1","2","","","","","1","","","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","2025-05-18 20:00:00","","","","","","","","","2025-05-18 20:00:00","2025-05-18 20:00:00"
"9374186","","1","1","1","","","","","","1","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","","","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00"
"9529844","","1","1","1","","","1","","","1","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00"
"9670357","","1","1","1","","","","","1","1","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00"
"10861606","","1","1","1","","","","","1","1","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00"
"10874721","","2","2","2","1","","","","","1","","","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","2025-05-18 21:00:00","","","","","","","","","2025-05-18 21:00:00","2025-05-18 21:00:00"
"9933553","","1","1","1","","","","","","","","","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","","","","","","","","","","","",""
"MissingID-2d9fe9841336e5a8ae4d46e71e5c861a237327928859de8af6a7d611c73837aa","","1","1","1","","","","","","","","","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","2025-05-18 22:00:00","","","","","","","","","","","",""
"9662978","","1","1","1","","","","","","","","","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","","","","","","","","","","","",""
"9465859","","1","1","1","","","1","","","1","","","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","2025-05-18 23:00:00","","","","","2025-05-18 23:00:00","2025-05-18 23:00:00","","","","","2025-05-18 23:00:00","2025-05-18 23:00:00"
"8960461","","1","1","1","","","","","1","1","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00"
"9532225","","1","1","1","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","","","",""
"10900896","","1","1","1","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","","","",""
"7890168","","2","2","2","","","","","1","1","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00"
"20059188","","2","2","2","","","","","1","1","","","2025-05-19 00:00:00","2025-05-19 17:00:00","2025-05-19 00:00:00","2025-05-19 17:00:00","2025-05-19 00:00:00","2025-05-19 17:00:00","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00"
"4301011","","1","1","1","","","","","","1","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00"
"101410","","1","1","2","","","","","1","1","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","","","","","","","","","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00","2025-05-19 00:00:00"
"8890893","","1","1","1","","","","","1","1","","","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","","","","","","","","","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00"
"10898585","","1","1","1","","","","","1","1","","","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","","","","","","","","","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00","2025-05-19 01:00:00"
"10688716","","1","1","1","","","","1","","1","","","2025-05-19 03:00:00","2025-05-19 03:00:00","2025-05-19 03:00:00","2025-05-19 03:00:00","2025-05-19 03:00:00","2025-05-19 03:00:00","","","","","","","2025-05-19 03:00:00","2025-05-19 03:00:00","","","2025-05-19 03:00:00","2025-05-19 03:00:00"
"8887169","","1","1","1","","","","","","","","","2025-05-19 04:00:00","2025-05-19 04:00:00","2025-05-19 04:00:00","2025-05-19 04:00:00","2025-05-19 04:00:00","2025-05-19 04:00:00","","","","","","","","","","","",""
"9926938","","1","1","1","","","","","1","1","","","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","","","","","","","","","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00"
"10950164","","2","2","2","","","","1","","1","","","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","","","","","","","2025-05-19 07:00:00","2025-05-19 07:00:00","","","2025-05-19 07:00:00","2025-05-19 07:00:00"
"9160209","","2","2","1","","","","1","","1","","","2025-05-19 07:00:00","2025-05-19 11:00:00","2025-05-19 07:00:00","2025-05-19 11:00:00","2025-05-19 07:00:00","2025-05-19 07:00:00","","","","","","","2025-05-19 07:00:00","2025-05-19 07:00:00","","","2025-05-19 07:00:00","2025-05-19 07:00:00"
"10902151","","1","1","1","","","","","1","1","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00"
"8911011","","1","1","","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","","","",""
"9688734","","1","1","1","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","",""
"9097481","","1","1","1","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","",""
"9621122","","1","1","1","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","",""
"10967185","","1","1","1","","","","","","1","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00"
"MissingID-0a05dce4f299a355ae440ac72df3e4bf668bf0dd8681b33c6c5a0c94d38a154e","","1","1","1","","","","","","","","","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","2025-05-19 08:00:00","","","","","","","","","","","",""
"9230430","","4","4","4","1","","","","","1","","","2025-05-19 09:00:00","2025-05-19 11:00:00","2025-05-19 09:00:00","2025-05-19 11:00:00","2025-05-19 09:00:00","2025-05-19 11:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00"
"9592780","","1","1","","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","","","","","",""
"7063253","","1","1","1","","","","","1","1","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00"
"9256354","","1","1","1","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","","","",""
"7210799","","1","1","1","","","","","1","1","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00"
"8041881","","1","1","1","","","","","1","1","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"3242224","","1","1","1","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","","","",""
"10881931","","1","1","1","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","","","",""
"10954621","","1","1","1","","","","","1","1","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00"
"9691718","","1","1","1","2","","","","","2","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00"
"9288090","","1","1","1","","","","","","","","","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","2025-05-19 09:00:00","","","","","","","","","","","",""
"10992994","","1","1","1","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","","","",""
"10917262","","2","2","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"10597672","","1","1","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"7586943","","1","1","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"10802923","","1","1","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"9655276","","1","1","1","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","","","",""
"10789176","","1","1","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"MissingID-3d41769eb4eb270cbd4f1eb05919b3908b61489d67f927059e6ba7de139f8fb7","","1","1","1","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","","","",""
"9532846","","1","1","1","","","","","1","1","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00"
"9554362","","1","1","","","","","","","","","","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","2025-05-19 10:00:00","","","","","","","","","","","","","",""
"10840756","","1","1","2","","","","","","1","","","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","","","","","","","","","","","2025-05-19 11:00:00","2025-05-19 11:00:00"
"8876272","","1","1","1","","","","","","","","","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","","","","","","","","","","","",""
"9534640","","1","1","1","","","","","","","","","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","","","","","","","","","","","",""
"MissingID-cb2e7d34e0868b577e964bcdf846a6e354bc4794baf8269f7e9620814d49336e","","1","1","1","","","","","","","","","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","2025-05-19 11:00:00","","","","","","","","","","","",""
