uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_finished,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_finished,last_received_at_finished
"29425245","","2","","","","","","2025-02-28 00:00:00","2025-02-28 17:00:00","","","","","",""
"25151480","","1","","","","","","2025-02-28 00:00:00","2025-02-28 00:00:00","","","","","",""
"70966688","","1","","","","","","2025-02-28 01:00:00","2025-02-28 01:00:00","","","","","",""
"32627382","","1","1","1","1","","","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00","2025-02-28 01:00:00"
"33545810","","2","","","","","","2025-02-28 01:00:00","2025-02-28 10:00:00","","","","","",""
"32818707","","3","","","","","","2025-02-28 01:00:00","2025-02-28 01:00:00","","","","","",""
"70969689","","1","","","","","","2025-02-28 02:00:00","2025-02-28 02:00:00","","","","","",""
"70970189","","1","","","","","","2025-02-28 05:00:00","2025-02-28 05:00:00","","","","","",""
"12274009","","1","","","","","","2025-02-28 07:00:00","2025-02-28 07:00:00","","","","","",""
"31118800","","1","","","","","","2025-02-28 07:00:00","2025-02-28 07:00:00","","","","","",""
"70958044","","1","","","","","","2025-02-28 07:00:00","2025-02-28 07:00:00","","","","","",""
"27505051","","1","","","","","","2025-02-28 07:00:00","2025-02-28 07:00:00","","","","","",""
"70968719","","1","","","","","","2025-02-28 08:00:00","2025-02-28 08:00:00","","","","","",""
"31783318","","1","","","","","","2025-02-28 08:00:00","2025-02-28 08:00:00","","","","","",""
"70959991","","1","","","","","","2025-02-28 08:00:00","2025-02-28 08:00:00","","","","","",""
"17350624","","1","","","","","","2025-02-28 08:00:00","2025-02-28 08:00:00","","","","","",""
"17169754","","1","","","","","","2025-02-28 08:00:00","2025-02-28 08:00:00","","","","","",""
"21910714","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"29294571","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"15594526","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"18364120","","2","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"30687762","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"32138406","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"33561743","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"70968371","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"70959525","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"21630477","","1","","","","","","2025-02-28 09:00:00","2025-02-28 09:00:00","","","","","",""
"70027764","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"14010661","","2","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70963523","","3","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70753041","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"33551876","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"19056732","","1","1","1","1","","","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00","2025-02-28 10:00:00"
"12080158","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70831195","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"33562940","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70818882","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70961791","","5","","","","","","2025-02-28 10:00:00","2025-02-28 11:00:00","","","","","",""
"1366754","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"25821910","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"9527081","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"14285317","","1","","","","","","2025-02-28 10:00:00","2025-02-28 10:00:00","","","","","",""
"70962349","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70956978","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"5550444","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70969575","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"30973527","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70958548","","2","1","","","","","2025-02-28 11:00:00","2025-02-28 17:00:00","2025-02-28 11:00:00","2025-02-28 11:00:00","","","",""
"19851673","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70968733","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"29287483","","2","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70309316","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70968884","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"9713703","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70958510","","2","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70970227","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"21406537","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"10044076","","3","","","","","","2025-02-28 11:00:00","2025-02-28 12:00:00","","","","","",""
"70967698","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"5739115","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"8620939","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"24068066","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"70966067","","1","","","","","","2025-02-28 11:00:00","2025-02-28 11:00:00","","","","","",""
"10024249","","2","1","1","1","","","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00"
"10188493","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"1433238","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"17755556","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"17987636","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"23380732","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"25093452","","1","1","1","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","",""
"25247181","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"25253274","","3","1","1","","","","2025-02-28 12:00:00","2025-02-28 18:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","",""
"25544332","","1","1","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","","","",""
"26620442","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"26785273","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"27708963","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"32267831","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"33553465","","2","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"33562248","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"4085981","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"6670237","","1","1","1","1","","","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00"
"6908078","","2","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70786897","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70959883","","2","","","","","","2025-02-28 12:00:00","2025-02-28 13:00:00","","","","","",""
"70960033","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70962965","","2","","","","","","2025-02-28 12:00:00","2025-02-28 13:00:00","","","","","",""
"70963063","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70964099","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70964115","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70964767","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70965063","","2","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"70967982","","2","1","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","2025-02-28 12:00:00","","","",""
"7660374","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"8093857","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"8731316","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"9150012","","1","","","","","","2025-02-28 12:00:00","2025-02-28 12:00:00","","","","","",""
"24675638","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"33265028","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70962162","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70962320","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"18530162","","2","","","","","","2025-02-28 13:00:00","2025-02-28 14:00:00","","","","","",""
"32661573","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"8011716","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70487537","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70967278","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"19715852","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70969987","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70969717","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"9439791","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70732705","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70955615","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70966502","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"6268355","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"23078215","","3","","","","","","2025-02-28 13:00:00","2025-02-28 18:00:00","","","","","",""
"70729126","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70966082","","5","","","","","","2025-02-28 13:00:00","2025-02-28 14:00:00","","","","","",""
"70080390","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"9304245","","1","1","1","1","","","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00"
"28998347","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70798808","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"3511850","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"29413405","","2","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"33563661","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"10241111","","2","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70969867","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"10503354","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70959496","","1","1","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","","","",""
"29913222","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"30403024","","1","1","2","1","","","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00"
"33554908","","2","","","","","","2025-02-28 13:00:00","2025-02-28 18:00:00","","","","","",""
"70840389","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"14197147","","2","1","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","2025-02-28 13:00:00","","","",""
"70964764","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70967500","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"16233479","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"8370633","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"31455622","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70591596","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70963997","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"31525243","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"70898977","","2","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"23347560","","1","","","","","","2025-02-28 13:00:00","2025-02-28 13:00:00","","","","","",""
"33268876","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70965022","","1","1","1","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","2025-02-28 14:00:00","2025-02-28 14:00:00","2025-02-28 14:00:00","2025-02-28 14:00:00","",""
"28938747","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70965966","","3","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"33558155","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"14981729","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"29118829","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"33391718","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"30825226","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"27912374","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70965284","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"5241322","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"33556751","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"3414666","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"27987966","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"31731298","","2","1","","","","","2025-02-28 14:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","","","",""
"33563832","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"14417771","","2","","","","","","2025-02-28 14:00:00","2025-02-28 15:00:00","","","","","",""
"24549304","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"16537372","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70960840","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"18188831","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"6757075","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70811262","","2","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"2015299","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"16960984","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"27040071","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"31684194","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"8622193","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"19012154","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70969539","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"13480272","","2","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"16714166","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70471913","","2","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"25796605","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"2731065","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"9987982","","2","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70848557","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"17481080","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"33358755","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"70967386","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"12406747","","1","","","","","","2025-02-28 14:00:00","2025-02-28 14:00:00","","","","","",""
"27204362","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70969568","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"26172036","","1","1","1","1","","","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00"
"70966924","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"30544148","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70966645","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70335894","","2","1","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","","","",""
"70927280","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70961668","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70957095","","1","1","2","1","","","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00"
"23011076","","2","","","","","","2025-02-28 15:00:00","2025-02-28 19:00:00","","","","","",""
"70774402","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"17050043","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70961845","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70131127","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"28721420","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"5121285","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"4766644","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70969076","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"3903875","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"29324216","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70961414","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"21517697","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"25818288","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70964310","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"33560553","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70959236","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"31874545","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70967718","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70962045","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70962079","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70963227","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"33150273","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70960899","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"33546959","","2","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"33556857","","2","","","","","","2025-02-28 15:00:00","2025-02-28 16:00:00","","","","","",""
"20477045","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"9759759","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70963049","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70964954","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70967334","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"32730113","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70876250","","1","1","1","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","2025-02-28 15:00:00","",""
"2028527","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70790585","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70969803","","2","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"12535343","","1","","","","","","2025-02-28 15:00:00","2025-02-28 15:00:00","","","","","",""
"70953741","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"70968401","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"23088699","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"21678668","","1","1","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","","","",""
"21509097","","1","1","1","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","",""
"20024079","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"70745079","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"6254728","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"6028315","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"5488037","","1","1","2","1","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00"
"70842446","","1","1","1","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","",""
"70852856","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"33558679","","2","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"33556648","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"70840772","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"70960450","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"70960590","","2","","","","","","2025-02-28 16:00:00","2025-02-28 17:00:00","","","","","",""
"70960665","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"33541252","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"14495526","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"33085582","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"33075191","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"3282415","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"32589934","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"32562859","","2","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"32469433","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"32426785","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"32214850","","1","1","1","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","",""
"31591316","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"15659268","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"31129518","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"9851115","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"31128619","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"30614447","","1","1","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","","","",""
"30495993","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"16749067","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"28498133","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"17141667","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"27762474","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"27108516","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"6979740","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"9934652","","2","1","1","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","2025-02-28 16:00:00","",""
